ID,Severity,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Weather_Condition
2903,3,Willows,Glenn,CA,82.4,,30.0,29.98,,Clear
2904,3,San Lorenzo,Alameda,CA,71.1,,55.0,30.04,4.6,Clear
2905,3,Tracy,Alameda,CA,79.0,,36.0,29.98,3.5,Clear
2906,2,Santa Rosa,Sonoma,CA,77.0,,43.0,29.96,3.5,Clear
2907,3,Oakland,Alameda,CA,68.0,,61.0,30.01,6.9,Clear
2908,2,Pittsburg,Contra Costa,CA,80.1,,40.0,29.95,5.8,Clear
2909,2,Menlo Park,San Mateo,CA,73.4,,69.0,30.0,9.2,Clear
2910,2,Santa Cruz,Santa Cruz,CA,66.9,,66.0,30.02,10.4,Clear
2911,3,San Jose,Santa Clara,CA,81.0,,41.0,29.99,4.6,Clear
2912,2,San Francisco,San Francisco,CA,72.0,,51.0,30.01,5.8,Clear
2913,2,Fremont,Alameda,CA,73.9,,46.0,30.03,8.1,Clear
2914,3,Hayward,Alameda,CA,73.9,,46.0,30.03,8.1,Clear
2915,2,Castro Valley,Alameda,CA,73.9,,46.0,30.03,8.1,Clear
2916,2,San Jose,Santa Clara,CA,82.4,,32.0,30.01,8.1,Clear
2917,2,Salinas,Monterey,CA,68.0,,59.0,30.04,11.5,Clear
2918,2,Calistoga,Napa,CA,82.9,,36.0,29.95,4.6,Clear
2919,2,Carmel,Monterey,CA,57.9,,81.0,30.08,10.4,Scattered Clouds
2920,3,Sunol,Alameda,CA,84.0,,27.0,29.97,4.6,Clear
2921,2,Salinas,Monterey,CA,68.0,,59.0,30.04,11.5,Clear
2922,2,Mountain View,Santa Clara,CA,75.9,,52.0,30.01,8.1,Clear
2923,2,Fremont,Alameda,CA,79.0,,34.0,30.01,8.1,
2924,3,Cupertino,Santa Clara,CA,75.9,,52.0,30.01,8.1,Clear
2925,3,Milpitas,Santa Clara,CA,84.0,,33.0,29.97,8.1,Clear
2926,2,Redwood City,San Mateo,CA,77.0,,54.0,30.0,8.1,Clear
2927,2,Petaluma,Sonoma,CA,86.0,,35.0,30.0,,Clear
2928,3,Oakland,Alameda,CA,75.0,,48.0,30.0,10.4,Clear
2929,3,Vacaville,Solano,CA,91.9,,27.0,29.96,4.6,Clear
2930,3,Fremont,Alameda,CA,78.8,,54.0,29.97,11.5,Clear
2931,2,Napa,Napa,CA,81.0,,45.0,29.94,8.1,Clear
2932,2,Menlo Park,San Mateo,CA,78.8,,54.0,29.97,11.5,Clear
2933,3,San Ramon,Contra Costa,CA,93.0,,21.0,29.93,5.8,Clear
2934,2,Oakland,Alameda,CA,79.0,,39.0,29.96,13.8,Clear
2935,3,Oakland,Alameda,CA,79.0,,39.0,29.96,13.8,Clear
2936,3,Livermore,Alameda,CA,96.1,,17.0,29.91,6.9,Clear
2937,2,Woodland,Yolo,CA,95.0,,12.0,29.93,3.5,Clear
2938,2,El Dorado,El Dorado,CA,89.6,,13.0,30.07,6.9,Clear
2939,3,Sacramento,Sacramento,CA,98.1,,14.0,29.9,8.1,Clear
2940,3,Tracy,San Joaquin,CA,97.0,,14.0,29.9,5.8,Clear
2941,3,Tracy,San Joaquin,CA,97.0,,14.0,29.9,5.8,Clear
2942,2,Antelope,Sacramento,CA,96.8,,12.0,29.92,8.1,Clear
2943,2,Orangevale,Sacramento,CA,96.8,,10.0,29.91,11.5,Clear
2944,2,Sacramento,Sacramento,CA,98.6,,12.0,29.89,8.1,Clear
2945,2,Fair Oaks,Sacramento,CA,98.6,,12.0,29.89,8.1,Clear
2946,2,Fair Oaks,Sacramento,CA,98.6,,12.0,29.89,8.1,Clear
2947,2,Ripon,San Joaquin,CA,99.0,,14.0,29.88,10.4,Clear
2948,2,Grass Valley,Nevada,CA,86.0,,17.0,30.09,6.9,Clear
2949,3,Oakland,Alameda,CA,73.9,,48.0,29.94,13.8,Clear
2950,2,Pleasanton,Alameda,CA,95.0,,22.0,29.89,15.0,Clear
2951,3,Sacramento,Sacramento,CA,99.0,,10.0,29.88,8.1,Clear
2952,2,Sacramento,Sacramento,CA,95.0,,12.0,29.87,8.1,Clear
2953,2,Acampo,San Joaquin,CA,93.9,,18.0,29.87,11.5,Clear
2954,3,Roseville,Placer,CA,95.0,,12.0,29.87,9.2,Clear
2955,3,Livermore,Alameda,CA,82.9,,32.0,29.91,9.2,Clear
2956,2,Sacramento,Sacramento,CA,91.0,,27.0,29.86,12.7,Clear
2957,3,Sacramento,Sacramento,CA,95.0,,12.0,29.87,6.9,Clear
2958,2,Sacramento,Sacramento,CA,96.1,,15.0,29.86,8.1,Clear
2959,2,Orinda,Contra Costa,CA,88.0,,21.0,29.86,13.8,Clear
2960,2,Sacramento,Sacramento,CA,91.0,,27.0,29.86,12.7,Clear
2961,2,Rancho Cordova,Sacramento,CA,95.0,,13.0,29.86,5.8,Clear
2962,2,Rancho Cordova,Sacramento,CA,95.0,,13.0,29.86,5.8,Clear
2963,3,Sacramento,Sacramento,CA,91.4,,14.0,29.88,,Clear
2964,3,Lathrop,San Joaquin,CA,90.0,,24.0,29.88,9.2,Clear
2965,2,Sacramento,Sacramento,CA,84.0,,32.0,29.88,8.1,Clear
2966,2,Sacramento,Sacramento,CA,84.0,,32.0,29.88,8.1,Clear
2967,3,Tracy,San Joaquin,CA,82.9,,37.0,29.89,10.4,Clear
2968,3,Roseville,Placer,CA,87.8,,27.0,29.89,4.6,Clear
2969,2,Stockton,San Joaquin,CA,81.0,,35.0,29.91,12.7,Clear
2970,2,Orangevale,Sacramento,CA,80.6,,32.0,29.91,3.5,Clear
2971,2,Tracy,San Joaquin,CA,79.0,,35.0,29.91,9.2,Clear
2972,2,Elk Grove,Sacramento,CA,77.0,,37.0,29.9,5.8,Clear
2973,2,Concord,Contra Costa,CA,79.0,,29.0,29.89,4.6,Clear
2974,2,Napa,Napa,CA,62.1,,75.0,29.92,4.6,Clear
2975,2,Salinas,Monterey,CA,55.9,,87.0,30.02,4.6,Scattered Clouds
2976,3,Emeryville,Alameda,CA,61.0,,78.0,29.96,8.1,Clear
2977,2,Hollister,San Benito,CA,57.2,,88.0,30.0,3.5,Clear
2978,2,Soledad,Monterey,CA,55.9,,87.0,29.99,3.5,Mostly Cloudy
2979,3,Vallejo,Solano,CA,60.1,,86.0,29.92,3.5,Clear
2980,2,San Jose,Santa Clara,CA,64.4,,68.0,29.98,,Clear
2981,2,Sacramento,Sacramento,CA,73.0,,44.0,29.94,,Clear
2982,2,Sacramento,Sacramento,CA,73.4,,38.0,29.95,,Clear
2983,2,Galt,Sacramento,CA,73.0,,44.0,29.94,,Clear
2984,3,Martinez,Contra Costa,CA,72.0,,55.0,29.93,3.5,Clear
2985,3,Pleasanton,Alameda,CA,73.9,,41.0,29.96,3.5,Clear
2986,2,Morgan Hill,Santa Clara,CA,64.4,,64.0,30.01,5.8,Clear
2987,2,Hollister,Santa Clara,CA,60.8,,82.0,30.01,,Clear
2988,2,Calistoga,Napa,CA,66.0,,59.0,29.94,,Clear
2989,2,San Juan Bautista,San Benito,CA,69.8,,56.0,30.01,,Clear
2990,3,Pinole,Contra Costa,CA,77.0,,45.0,29.92,3.5,Clear
2991,3,Oakland,Alameda,CA,66.9,,61.0,29.99,8.1,Partly Cloudy
2992,3,Hayward,Alameda,CA,72.0,,53.0,30.01,8.1,Clear
2993,3,Martinez,Contra Costa,CA,77.0,,45.0,29.92,3.5,Clear
2994,2,Fremont,Alameda,CA,72.0,,53.0,30.01,8.1,Clear
2995,2,San Jose,Santa Clara,CA,78.1,,46.0,29.98,5.8,Clear
2996,3,Fairfield,Solano,CA,71.1,,59.0,29.97,3.5,Clear
2997,2,San Jose,Santa Clara,CA,78.8,,42.0,30.0,,Clear
2998,3,Tracy,San Joaquin,CA,79.0,,36.0,29.96,3.5,Clear
2999,2,Petaluma,Sonoma,CA,78.8,,44.0,30.0,5.8,Clear
3000,3,San Lorenzo,Alameda,CA,73.0,,51.0,30.01,9.2,Clear
3001,3,Pleasant Hill,Contra Costa,CA,82.9,,37.0,29.92,6.9,Clear
3002,2,Castro Valley,Alameda,CA,73.0,,51.0,30.01,9.2,Clear
3003,2,Concord,Contra Costa,CA,82.9,,37.0,29.92,6.9,Clear
3004,3,San Jose,Santa Clara,CA,80.1,,45.0,29.97,5.8,Clear
3005,2,Tracy,San Joaquin,CA,86.0,,24.0,29.95,5.8,Clear
3006,2,Modesto,Stanislaus,CA,93.0,,18.0,29.95,4.6,Clear
3007,2,Santa Rosa,Sonoma,CA,78.1,,42.0,29.94,4.6,Clear
3008,2,Oakland,Alameda,CA,70.0,,57.0,30.0,11.5,Partly Cloudy
3009,3,Oakland,Alameda,CA,70.0,,57.0,30.0,11.5,Partly Cloudy
3010,2,Pittsburg,Contra Costa,CA,82.9,,37.0,29.92,6.9,Clear
3011,2,Citrus Heights,Sacramento,CA,91.4,,20.0,29.96,3.5,Clear
3012,2,Hollister,San Benito,CA,82.4,,37.0,30.0,3.5,Clear
3013,2,Hollister,San Benito,CA,82.4,,37.0,30.0,3.5,Clear
3014,3,San Francisco,San Francisco,CA,66.9,,59.0,30.0,18.4,Partly Cloudy
3015,3,Richmond,Contra Costa,CA,87.1,,32.0,29.92,10.4,Clear
3016,2,San Mateo,San Mateo,CA,71.6,,57.0,30.0,9.2,Clear
3017,2,Gilroy,Santa Clara,CA,84.2,,29.0,29.99,9.2,Clear
3018,2,Dobbins,Yuba,CA,86.0,,19.0,30.13,5.8,Clear
3019,2,San Mateo,San Mateo,CA,66.9,,59.0,29.99,18.4,Partly Cloudy
3020,3,Sunnyvale,Santa Clara,CA,79.0,,47.0,29.99,10.4,Clear
3021,3,San Jose,Santa Clara,CA,84.0,,43.0,29.96,9.2,Clear
3022,2,Burlingame,San Mateo,CA,66.9,,59.0,29.99,18.4,Partly Cloudy
3023,3,Berkeley,Alameda,CA,71.1,,53.0,29.99,16.1,Clear
3024,2,Hayward,Alameda,CA,77.0,,43.0,30.01,12.7,Clear
3025,2,Corte Madera,Marin,CA,86.0,,35.0,29.95,9.2,Clear
3026,3,Richmond,Contra Costa,CA,95.0,,16.0,29.89,13.8,Clear
3027,3,Martinez,Contra Costa,CA,95.0,,16.0,29.89,13.8,Clear
3028,2,Willows,Glenn,CA,95.0,,20.0,29.93,8.1,Clear
3029,3,San Leandro,Alameda,CA,71.1,,53.0,29.97,21.9,Partly Cloudy
3030,3,San Leandro,Alameda,CA,77.0,,43.0,29.99,13.8,Clear
3031,3,Hayward,Alameda,CA,77.0,,43.0,29.99,13.8,Clear
3032,3,Stockton,San Joaquin,CA,98.1,,18.0,29.91,5.8,Clear
3033,2,Sacramento,Sacramento,CA,98.1,,18.0,29.89,4.6,Clear
3034,2,Yountville,Napa,CA,79.0,,44.0,29.92,12.7,Clear
3035,3,French Camp,San Joaquin,CA,99.0,,16.0,29.9,4.6,Clear
3036,2,Roseville,Placer,CA,98.6,,17.0,29.9,5.8,Clear
3037,3,Rocklin,Placer,CA,98.6,,14.0,29.9,4.6,Clear
3038,2,Sacramento,Sacramento,CA,98.6,,17.0,29.9,5.8,Clear
3039,3,Stockton,San Joaquin,CA,99.0,,16.0,29.9,4.6,Clear
3040,3,Sacramento,Sacramento,CA,98.6,,18.0,29.89,8.1,Clear
3041,2,Elk Grove,Sacramento,CA,99.0,,21.0,29.88,5.8,Clear
3042,2,North Highlands,Sacramento,CA,98.6,,18.0,29.89,8.1,Clear
3043,3,Stockton,San Joaquin,CA,102.0,,11.0,29.87,6.9,Clear
3044,2,Salida,Stanislaus,CA,102.9,,12.0,29.87,9.2,Clear
3045,2,Sacramento,Sacramento,CA,99.0,,21.0,29.88,5.8,Clear
3046,2,Sacramento,Sacramento,CA,98.6,,16.0,29.89,8.1,Clear
3047,3,Tracy,San Joaquin,CA,102.0,,11.0,29.87,6.9,Clear
3048,2,Cameron Park,El Dorado,CA,93.2,,13.0,30.06,5.8,Clear
3049,2,Cameron Park,El Dorado,CA,93.2,,14.0,30.05,4.6,Clear
3050,3,Sunol,Alameda,CA,98.1,,14.0,29.88,12.7,Clear
3051,3,Tracy,San Joaquin,CA,98.1,,14.0,29.88,12.7,Clear
3052,2,Sacramento,Sacramento,CA,100.4,,15.0,29.86,4.6,Clear
3053,2,Carmichael,Sacramento,CA,100.4,,11.0,29.87,5.8,Clear
3054,2,Acampo,San Joaquin,CA,102.9,,15.0,29.85,12.7,Clear
3055,2,Brooks,Yolo,CA,98.6,,16.0,29.86,5.8,Clear
3056,3,Tracy,San Joaquin,CA,102.9,,15.0,29.85,12.7,Clear
3057,2,Sacramento,Sacramento,CA,100.4,,11.0,29.85,3.5,Clear
3058,2,Sacramento,Sacramento,CA,100.4,,17.0,29.84,5.8,Clear
3059,2,San Andreas,Calaveras,CA,95.0,,14.0,29.95,9.2,Clear
3060,3,Union City,Alameda,CA,62.1,,67.0,29.93,12.7,Clear
3061,3,Cupertino,Santa Clara,CA,69.1,,65.0,29.93,12.7,Clear
3062,3,Tracy,Alameda,CA,88.0,,20.0,29.86,15.0,Clear
3063,3,Sacramento,Sacramento,CA,98.6,,12.0,29.83,5.8,Clear
3064,2,Novato,Marin,CA,71.6,,50.0,29.91,10.4,Clear
3065,3,Milpitas,Santa Clara,CA,71.1,,55.0,29.92,15.0,Clear
3066,2,Morgan Hill,Santa Clara,CA,66.2,,60.0,29.94,11.5,Clear
3067,3,Sacramento,Sacramento,CA,93.0,,19.0,29.83,8.1,Clear
3068,3,Stockton,San Joaquin,CA,97.0,,19.0,29.83,13.8,Clear
3069,2,Lincoln,Placer,CA,96.8,,14.0,29.82,3.5,Clear
3070,3,Stockton,San Joaquin,CA,91.0,,19.0,29.84,15.0,Clear
3071,2,Lincoln,Placer,CA,96.8,,14.0,29.82,3.5,Clear
3072,2,Sloughhouse,Sacramento,CA,95.0,,14.0,29.83,9.2,Clear
3073,2,Sacramento,Sacramento,CA,93.0,,19.0,29.83,8.1,Clear
3074,3,Sacramento,Sacramento,CA,95.0,,13.0,29.84,11.5,Clear
3075,3,Stockton,San Joaquin,CA,91.0,,19.0,29.84,15.0,Clear
3076,2,Rancho Cordova,Sacramento,CA,95.0,,14.0,29.83,9.2,Clear
3077,2,Folsom,Sacramento,CA,84.2,,25.0,29.83,5.8,Clear
3078,2,Sacramento,Sacramento,CA,84.2,,25.0,29.83,5.8,Clear
3079,2,Pittsburg,Contra Costa,CA,75.0,,33.0,29.85,6.9,Clear
3080,3,Stockton,San Joaquin,CA,84.9,,30.0,29.85,10.4,Clear
3081,2,Stockton,San Joaquin,CA,84.9,,30.0,29.85,10.4,Clear
3082,2,Clarksburg,Yolo,CA,82.9,,37.0,29.83,12.7,Clear
3083,2,Nevada City,Nevada,CA,77.0,,34.0,30.06,,Clear
3084,3,Vacaville,Solano,CA,81.0,,30.0,29.85,5.8,Clear
3085,3,Livermore,Alameda,CA,70.0,,44.0,29.91,10.4,Clear
3086,2,Kelseyville,Lake,CA,73.9,,43.0,29.89,,Clear
3087,3,Cupertino,Santa Clara,CA,61.0,,83.0,29.98,6.9,Scattered Clouds
3088,3,San Jose,Santa Clara,CA,66.2,,68.0,29.97,10.4,Clear
3089,3,Vacaville,Solano,CA,72.0,,41.0,29.86,4.6,Clear
3090,3,West Sacramento,Yolo,CA,66.9,,54.0,29.87,6.9,Clear
3091,2,Elk Grove,Sacramento,CA,66.9,,54.0,29.87,6.9,Clear
3092,3,Patterson,Stanislaus,CA,79.0,,28.0,29.86,8.1,Clear
3093,2,Hilmar,Merced,CA,73.4,,47.0,29.88,6.9,Clear
3094,2,Pollock Pines,El Dorado,CA,73.4,,31.0,30.04,8.1,Clear
3095,3,Oakland,Alameda,CA,55.9,,84.0,29.96,8.1,Partly Cloudy
3096,3,Vallejo,Solano,CA,55.9,,93.0,29.94,11.5,Mostly Cloudy
3097,2,Concord,Contra Costa,CA,63.0,,63.0,29.88,4.6,Clear
3098,2,Sacramento,Sacramento,CA,66.9,,54.0,29.87,3.5,Clear
3099,2,Sacramento,Sacramento,CA,71.6,,41.0,29.88,9.2,Clear
3100,2,Sacramento,Sacramento,CA,71.6,,41.0,29.88,9.2,Clear
3101,2,Waterford,Stanislaus,CA,78.1,,31.0,29.86,4.6,Clear
3102,3,Rodeo,Contra Costa,CA,62.1,,67.0,29.87,4.6,Clear
3103,2,North Highlands,Sacramento,CA,71.6,,41.0,29.88,9.2,Clear
3104,2,Hopland,Mendocino,CA,63.0,,60.0,29.89,3.5,Clear
3105,2,Pope Valley,Napa,CA,52.0,,97.0,29.91,4.6,Overcast
3106,2,Oakland,Alameda,CA,55.9,,87.0,29.96,6.9,Partly Cloudy
3107,2,Gonzales,Monterey,CA,54.0,,93.0,30.01,,Overcast
3108,2,San Francisco,San Francisco,CA,54.0,,90.0,29.96,8.1,Partly Cloudy
3109,2,Antioch,Contra Costa,CA,62.1,,67.0,29.87,4.6,Clear
3110,2,Concord,Contra Costa,CA,60.1,,69.0,29.86,5.8,Clear
3111,3,Tracy,Alameda,CA,63.0,,63.0,29.9,3.5,Clear
3112,3,Livermore,Alameda,CA,63.0,,63.0,29.9,3.5,Clear
3113,2,San Mateo,San Mateo,CA,54.0,,90.0,29.95,9.2,Partly Cloudy
3114,2,Walnut Creek,Contra Costa,CA,60.1,,72.0,29.86,4.6,Clear
3115,2,Discovery Bay,Contra Costa,CA,59.0,,67.0,29.89,4.6,Clear
3116,3,Berkeley,Alameda,CA,59.0,,83.0,29.93,9.2,Overcast
3117,2,Sonoma,Sonoma,CA,53.6,,100.0,29.95,3.5,Overcast
3118,3,San Francisco,San Francisco,CA,59.0,,83.0,29.93,9.2,Overcast
3119,3,Emeryville,Alameda,CA,59.0,,83.0,29.93,9.2,Overcast
3120,3,San Leandro,Alameda,CA,57.9,,78.0,29.93,4.6,Overcast
3121,3,San Francisco,San Francisco,CA,54.0,,86.0,29.93,,Partly Cloudy
3122,2,Santa Rosa,Sonoma,CA,53.1,,96.0,29.89,,Overcast
3123,3,Pleasanton,Alameda,CA,57.9,,75.0,29.89,6.9,Clear
3124,2,San Jose,Santa Clara,CA,55.9,,80.0,29.93,9.2,Partly Cloudy
3125,3,Oakland,Alameda,CA,59.0,,81.0,29.94,3.5,Overcast
3126,3,San Francisco,San Francisco,CA,60.1,,80.0,29.96,,Overcast
3127,3,Fairfield,Solano,CA,55.9,,97.0,29.94,3.5,Overcast
3128,3,Pleasant Hill,Contra Costa,CA,62.1,,67.0,29.88,4.6,Scattered Clouds
3129,2,West Sacramento,Yolo,CA,62.1,,72.0,29.89,6.9,Clear
3130,3,Tracy,San Joaquin,CA,62.1,,72.0,29.92,8.1,Clear
3131,2,West Sacramento,Yolo,CA,62.1,,72.0,29.89,6.9,Clear
3132,3,Sacramento,Sacramento,CA,64.4,,59.0,29.9,8.1,Clear
3133,2,Gonzales,Monterey,CA,53.1,,89.0,30.0,,Overcast
3134,2,San Carlos,San Mateo,CA,59.0,,88.0,29.96,9.2,Overcast
3135,2,San Jose,Santa Clara,CA,57.0,,77.0,29.94,5.8,Mostly Cloudy
3136,2,North Highlands,Sacramento,CA,68.0,,52.0,29.91,6.9,Clear
3137,2,Roseville,Placer,CA,68.0,,52.0,29.91,6.9,Clear
3138,2,Orangevale,Sacramento,CA,68.0,,52.0,29.91,6.9,Clear
3139,3,San Francisco,San Francisco,CA,62.1,,75.0,29.96,3.5,Overcast
3140,3,Hayward,Alameda,CA,64.0,,65.0,29.95,,Scattered Clouds
3141,3,Hayward,Alameda,CA,64.0,,65.0,29.95,,Scattered Clouds
3142,2,Livermore,Alameda,CA,64.0,,67.0,29.92,,Clear
3143,3,Tracy,Alameda,CA,70.0,,53.0,29.92,3.5,Clear
3144,2,North Highlands,Sacramento,CA,71.6,,46.0,29.91,5.8,Clear
3145,2,Angels Camp,Calaveras,CA,86.0,,25.0,29.96,3.5,Clear
3146,2,San Jose,Santa Clara,CA,68.0,,56.0,29.96,5.8,Clear
3147,2,Aromas,San Benito,CA,57.0,,83.0,29.99,,Overcast
3148,2,Lucerne,Lake,CA,84.0,,28.0,29.89,4.6,Clear
3149,2,San Jose,Santa Clara,CA,71.6,,50.0,29.96,5.8,Clear
3150,3,Hayward,Alameda,CA,68.0,,61.0,29.98,8.1,Clear
3151,3,Sacramento,Sacramento,CA,80.6,,37.0,29.91,4.6,Clear
3152,3,Sacramento,Sacramento,CA,80.6,,37.0,29.91,4.6,Clear
3153,2,Sacramento,Sacramento,CA,78.8,,36.0,29.9,4.6,Partly Cloudy
3154,3,Berkeley,Alameda,CA,69.1,,57.0,29.95,9.2,Scattered Clouds
3155,3,San Leandro,Alameda,CA,71.1,,51.0,29.97,9.2,Clear
3156,2,Sunnyvale,Santa Clara,CA,73.9,,53.0,29.95,10.4,Clear
3157,3,Sacramento,Sacramento,CA,80.6,,37.0,29.91,4.6,Clear
3158,3,Daly City,San Mateo,CA,66.0,,68.0,29.95,10.4,Scattered Clouds
3159,2,San Francisco,San Francisco,CA,69.1,,57.0,29.95,9.2,Scattered Clouds
3160,3,Oakland,Alameda,CA,69.1,,57.0,29.95,9.2,Scattered Clouds
3161,3,Cupertino,Santa Clara,CA,73.9,,53.0,29.95,10.4,Clear
3162,3,Newark,Alameda,CA,71.6,,64.0,29.94,10.4,Scattered Clouds
3163,2,San Jose,Santa Clara,CA,79.0,,36.0,29.92,,Scattered Clouds
3164,3,San Jose,Santa Clara,CA,79.0,,36.0,29.92,,Scattered Clouds
3165,3,San Francisco,San Francisco,CA,66.0,,68.0,29.95,10.4,Scattered Clouds
3166,3,San Francisco,San Francisco,CA,69.1,,57.0,29.95,9.2,Scattered Clouds
3167,3,Cupertino,Santa Clara,CA,73.9,,53.0,29.95,10.4,Clear
3168,2,Santa Clara,Santa Clara,CA,79.0,,36.0,29.92,,Scattered Clouds
3169,2,South San Francisco,San Mateo,CA,70.0,,59.0,29.94,8.1,Mostly Cloudy
3170,3,Richmond,Contra Costa,CA,82.0,,35.0,29.86,13.8,Clear
3171,2,San Mateo,San Mateo,CA,69.8,,64.0,29.95,8.1,Scattered Clouds
3172,2,Sunnyvale,Santa Clara,CA,75.0,,51.0,29.94,10.4,Clear
3173,2,Santa Clara,Santa Clara,CA,80.1,,42.0,29.91,8.1,Scattered Clouds
3174,3,Fremont,Alameda,CA,73.4,,61.0,29.93,10.4,Scattered Clouds
3175,3,Pleasanton,Alameda,CA,86.0,,30.0,29.88,3.5,Clear
3176,3,San Jose,Santa Clara,CA,86.0,,31.0,29.93,10.4,Clear
3177,2,Petaluma,Sonoma,CA,77.0,,50.0,29.94,9.2,Clear
3178,2,Soquel,Santa Cruz,CA,66.9,,61.0,29.98,12.7,Clear
3179,2,Oakland,Alameda,CA,69.1,,57.0,29.93,15.0,Scattered Clouds
3180,2,Hayward,Alameda,CA,75.0,,44.0,29.95,15.0,Clear
3181,2,Sunnyvale,Santa Clara,CA,75.0,,53.0,29.93,11.5,Clear
3182,2,Los Gatos,Santa Clara,CA,80.1,,45.0,29.89,10.4,Scattered Clouds
3183,2,San Jose,Santa Clara,CA,80.1,,45.0,29.9,12.7,Scattered Clouds
3184,2,Burlingame,San Mateo,CA,72.0,,53.0,29.91,13.8,Scattered Clouds
3185,3,Emeryville,Alameda,CA,69.1,,58.0,29.91,18.4,Scattered Clouds
3186,3,Elk Grove,Sacramento,CA,95.0,,14.0,29.81,10.4,Clear
3187,3,Sacramento,Sacramento,CA,96.8,,13.0,29.83,5.8,Clear
3188,2,Stockton,San Joaquin,CA,98.1,,14.0,29.81,9.2,Clear
3189,2,Rio Linda,Sacramento,CA,96.8,,14.0,29.82,3.5,Clear
3190,2,Elk Grove,Sacramento,CA,95.0,,14.0,29.81,10.4,Clear
3191,2,Tracy,San Joaquin,CA,98.1,,14.0,29.81,9.2,Clear
3192,3,Stockton,San Joaquin,CA,98.1,,14.0,29.81,9.2,Clear
3193,3,Union City,Alameda,CA,75.0,,44.0,29.92,15.0,Clear
3194,2,Elverta,Sacramento,CA,98.6,,13.0,29.81,10.4,Clear
3195,2,Carmichael,Sacramento,CA,98.6,,13.0,29.81,10.4,Clear
3196,2,Cameron Park,El Dorado,CA,91.4,,14.0,29.98,5.8,Clear
3197,3,Davis,Yolo,CA,91.4,,18.0,29.81,8.1,Clear
3198,3,Fairfield,Solano,CA,73.0,,57.0,29.84,16.1,Clear
3199,2,Sacramento,Sacramento,CA,98.6,,13.0,29.8,10.4,Partly Cloudy
3200,2,Carmichael,Sacramento,CA,95.0,,11.0,29.8,6.9,Clear
3201,2,Manteca,San Joaquin,CA,97.0,,18.0,29.79,9.2,Clear
3202,2,Placerville,El Dorado,CA,89.6,,16.0,29.97,5.8,Clear
3203,2,Valley Springs,Calaveras,CA,96.8,,10.0,29.9,4.6,Clear
3204,3,Davis,Yolo,CA,93.2,,20.0,29.79,6.9,Clear
3205,2,Sacramento,Sacramento,CA,95.0,,11.0,29.8,6.9,Clear
3206,2,Sacramento,Sacramento,CA,96.8,,12.0,29.79,10.4,Clear
3207,2,Wilton,Sacramento,CA,95.0,,12.0,29.78,9.2,Partly Cloudy
3208,3,Benicia,Solano,CA,84.0,,33.0,29.78,12.7,Clear
3209,3,Fairfield,Solano,CA,85.3,,36.0,29.78,19.6,Clear
3210,3,San Jose,Santa Clara,CA,77.0,,52.0,29.85,12.7,Scattered Clouds
3211,3,Tracy,Alameda,CA,87.1,,33.0,29.81,13.8,Clear
3212,3,Stockton,San Joaquin,CA,95.0,,22.0,29.78,11.5,Clear
3213,2,Shingle Springs,El Dorado,CA,87.8,,18.0,29.96,3.5,Clear
3214,3,Sacramento,Sacramento,CA,93.9,,21.0,29.76,15.0,Scattered Clouds
3215,3,Sacramento,Sacramento,CA,95.0,,16.0,29.78,11.5,Clear
3216,3,San Lorenzo,Alameda,CA,68.0,,56.0,29.9,16.1,Clear
3217,3,Milpitas,Santa Clara,CA,75.0,,53.0,29.85,10.4,Scattered Clouds
3218,3,Sacramento,Sacramento,CA,93.2,,11.0,29.78,11.5,Clear
3219,3,Fairfield,Solano,CA,69.1,,65.0,29.82,15.0,Clear
3220,3,Fairfield,Solano,CA,69.1,,65.0,29.82,15.0,Clear
3221,2,Saratoga,Santa Clara,CA,75.0,,53.0,29.85,10.4,Scattered Clouds
3222,3,Sunol,Alameda,CA,82.9,,36.0,29.81,11.5,Clear
3223,3,Stockton,San Joaquin,CA,90.0,,27.0,29.78,13.8,Clear
3224,2,Rocklin,Placer,CA,96.8,,12.0,29.75,8.1,Clear
3225,2,Escalon,San Joaquin,CA,97.0,,18.0,29.76,15.0,Clear
3226,2,Tracy,San Joaquin,CA,90.0,,27.0,29.78,13.8,Clear
3227,2,Stockton,San Joaquin,CA,90.0,,27.0,29.78,13.8,Clear
3228,3,South San Francisco,San Mateo,CA,63.0,,70.0,29.87,20.7,Scattered Clouds
3229,3,San Pablo,Contra Costa,CA,82.9,,28.0,29.78,12.7,Clear
3230,2,San Jose,Santa Clara,CA,75.0,,53.0,29.85,10.4,Scattered Clouds
3231,3,West Sacramento,Yolo,CA,87.1,,30.0,29.77,10.4,Clear
3232,2,Tracy,San Joaquin,CA,90.0,,27.0,29.78,13.8,Clear
3233,3,Lathrop,San Joaquin,CA,90.0,,27.0,29.78,13.8,Clear
3234,3,Lathrop,San Joaquin,CA,90.0,,27.0,29.78,13.8,Clear
3235,2,Stockton,San Joaquin,CA,90.0,,27.0,29.78,13.8,Clear
3236,2,Granite Bay,Placer,CA,89.6,,16.0,29.78,11.5,Clear
3237,3,Davis,Yolo,CA,84.2,,40.0,29.77,6.9,Clear
3238,3,Tracy,San Joaquin,CA,73.9,,46.0,29.83,15.0,Clear
3239,3,Tracy,San Joaquin,CA,84.0,,32.0,29.79,12.7,Clear
3240,3,Roseville,Placer,CA,89.6,,16.0,29.78,11.5,Clear
