ID,Severity,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Weather_Condition
5919,3,Livermore,Alameda,CA,43.0,,80.0,30.1,,Clear
5920,2,Gustine,Merced,CA,41.0,,93.0,30.09,,Mostly Cloudy
5921,2,Martinez,Contra Costa,CA,48.0,,68.0,30.06,4.6,Clear
5922,2,Oakland,Alameda,CA,48.9,,74.0,30.11,3.5,Partly Cloudy
5923,2,Redwood City,San Mateo,CA,,,,30.12,6.9,Partly Cloudy
5924,3,Pleasanton,Alameda,CA,43.0,,80.0,30.1,,Clear
5925,2,Sebastopol,Sonoma,CA,37.0,,89.0,30.09,,Clear
5926,2,Mountain View,Santa Clara,CA,46.9,,68.0,30.14,3.5,Clear
5927,3,Sacramento,Sacramento,CA,39.9,,89.0,30.1,,Clear
5928,2,Oakland,Alameda,CA,46.9,,74.0,30.12,3.5,Partly Cloudy
5929,2,Livermore,Alameda,CA,37.9,,83.0,30.11,,Clear
5930,3,Livermore,Alameda,CA,37.9,,83.0,30.11,,Clear
5931,3,Pleasanton,Alameda,CA,37.9,,83.0,30.11,,Clear
5932,2,San Rafael,Marin,CA,41.0,38.0,87.0,30.12,4.6,Clear
5933,3,Oakland,Alameda,CA,46.9,,74.0,30.12,3.5,Partly Cloudy
5934,2,Redwood City,San Mateo,CA,46.4,44.3,76.0,30.14,4.6,Clear
5935,3,Elk Grove,Sacramento,CA,39.9,,89.0,30.11,,Clear
5936,2,Roseville,Placer,CA,39.2,,87.0,30.12,,Clear
5937,2,Glen Ellen,Sonoma,CA,37.4,,100.0,30.14,,Clear
5938,3,Pleasanton,Alameda,CA,37.0,,89.0,30.12,,Clear
5939,3,Sacramento,Sacramento,CA,37.0,,96.0,30.12,,Clear
5940,3,San Jose,Santa Clara,CA,44.6,,81.0,30.15,,Scattered Clouds
5941,2,San Jose,Santa Clara,CA,44.6,,81.0,30.15,,Scattered Clouds
5942,2,San Jose,Santa Clara,CA,44.6,,81.0,30.15,,Scattered Clouds
5943,2,El Sobrante,Contra Costa,CA,43.0,40.3,74.0,30.09,4.6,Clear
5944,3,San Jose,Santa Clara,CA,44.6,,81.0,30.15,,Scattered Clouds
5945,2,Concord,Contra Costa,CA,41.0,38.0,79.0,30.1,4.6,Clear
5946,2,Santa Clara,Santa Clara,CA,44.1,42.5,76.0,30.14,3.5,Mostly Cloudy
5947,3,San Jose,Santa Clara,CA,44.1,42.5,76.0,30.14,3.5,Mostly Cloudy
5948,2,North Highlands,Sacramento,CA,37.4,33.8,87.0,30.15,4.6,Clear
5949,2,Los Banos,Merced,CA,39.9,37.8,79.0,30.13,3.5,Partly Cloudy
5950,2,Pittsburg,Contra Costa,CA,39.9,37.8,79.0,30.12,3.5,Clear
5951,2,Sacramento,Sacramento,CA,35.6,32.8,87.0,30.16,3.5,Clear
5952,2,San Martin,Santa Clara,CA,41.0,,87.0,30.22,,Clear
5953,2,San Mateo,San Mateo,CA,41.0,,93.0,30.17,,Clear
5954,2,Concord,Contra Costa,CA,37.9,33.5,83.0,30.13,5.8,Clear
5955,2,San Francisco,San Francisco,CA,48.0,,77.0,30.14,5.8,Partly Cloudy
5956,2,Salinas,Monterey,CA,36.0,33.3,93.0,30.17,3.5,Clear
5957,3,Pleasanton,Alameda,CA,34.0,31.0,89.0,30.15,3.5,Clear
5958,3,Walnut Creek,Contra Costa,CA,34.0,29.8,85.0,30.13,4.6,Clear
5959,3,Oakland,Alameda,CA,43.0,40.3,80.0,30.18,4.6,Mostly Cloudy
5960,3,San Francisco,San Francisco,CA,44.1,40.1,76.0,30.19,6.9,Mostly Cloudy
5961,3,Pleasanton,Alameda,CA,34.0,,89.0,30.19,,Clear
5962,2,Santa Rosa,Sonoma,CA,35.1,,100.0,30.16,,Mostly Cloudy
5963,3,San Jose,Santa Clara,CA,44.1,,76.0,30.2,,Mostly Cloudy
5964,2,San Jose,Santa Clara,CA,42.8,,87.0,30.22,,Overcast
5965,2,El Sobrante,Contra Costa,CA,41.0,39.0,73.0,30.16,3.5,Partly Cloudy
5966,3,Sunol,Alameda,CA,41.0,,70.0,30.2,,Scattered Clouds
5967,2,Petaluma,Sonoma,CA,37.4,,93.0,30.21,,Clear
5968,3,Tracy,San Joaquin,CA,42.1,40.2,76.0,30.21,3.5,Clear
5969,3,Fairfield,Solano,CA,46.0,,79.0,30.18,,Mostly Cloudy
5970,2,Elk Grove,Sacramento,CA,,,,30.2,,Clear
5971,3,Oakland,Alameda,CA,48.0,,56.0,30.2,10.4,Overcast
5972,3,Oakland,Alameda,CA,48.0,,56.0,30.2,10.4,Overcast
5973,2,Castro Valley,Alameda,CA,48.0,,50.0,30.23,,Overcast
5974,2,San Jose,Santa Clara,CA,44.6,,81.0,30.22,,Overcast
5975,2,Millbrae,San Mateo,CA,48.0,,61.0,30.2,10.4,Overcast
5976,2,Antelope,Sacramento,CA,39.2,,81.0,30.23,,Clear
5977,3,Sacramento,Sacramento,CA,39.2,,81.0,30.23,,Clear
5978,2,Santa Clara,Santa Clara,CA,48.9,,64.0,30.2,,Overcast
5979,2,Modesto,Stanislaus,CA,46.0,,61.0,30.2,,Clear
5980,2,San Lorenzo,Alameda,CA,50.0,,48.0,30.22,,Overcast
5981,3,Walnut Creek,Contra Costa,CA,50.0,,39.0,30.17,4.6,Mostly Cloudy
5982,2,Sunnyvale,Santa Clara,CA,50.0,,61.0,30.2,,Partly Cloudy
5983,2,Sunnyvale,Santa Clara,CA,50.0,,61.0,30.2,,Partly Cloudy
5984,3,Sacramento,Sacramento,CA,39.2,,81.0,30.22,,Partly Cloudy
5985,3,Citrus Heights,Sacramento,CA,39.2,,81.0,30.22,,Partly Cloudy
5986,3,Tracy,San Joaquin,CA,44.1,,73.0,30.2,,Clear
5987,2,Sacramento,Sacramento,CA,,,,30.2,3.5,Clear
5988,3,Sacramento,Sacramento,CA,41.0,,76.0,30.21,,Clear
5989,2,Hilmar,Merced,CA,42.8,,100.0,30.22,,Mostly Cloudy
5990,3,Oakland,Alameda,CA,51.1,,50.0,30.19,9.2,Overcast
5991,3,Sacramento,Sacramento,CA,41.0,,76.0,30.21,,Clear
5992,3,Hayward,Alameda,CA,51.1,,38.0,30.2,9.2,Overcast
5993,3,Redwood City,San Mateo,CA,48.2,,66.0,30.19,8.1,Mostly Cloudy
5994,2,Sacramento,Sacramento,CA,41.0,,93.0,30.18,,Mostly Cloudy
5995,2,San Francisco,San Francisco,CA,50.0,,48.0,30.17,6.9,Overcast
5996,2,Santa Clara,Santa Clara,CA,51.1,,59.0,30.16,3.5,Overcast
5997,2,Sacramento,Sacramento,CA,45.0,43.5,68.0,30.19,3.5,
5998,2,Placerville,El Dorado,CA,41.0,39.0,57.0,30.12,3.5,Clear
5999,2,South San Francisco,San Mateo,CA,50.0,,48.0,30.17,6.9,Overcast
6000,2,San Jose,Santa Clara,CA,51.8,,58.0,30.17,5.8,Overcast
6001,2,Redwood City,San Mateo,CA,48.2,,66.0,30.17,6.9,Overcast
6002,3,Pleasanton,Alameda,CA,48.0,,44.0,30.16,8.1,Mostly Cloudy
6003,2,Milpitas,Santa Clara,CA,51.1,,59.0,30.16,3.5,Overcast
6004,2,Petaluma,Sonoma,CA,48.2,,54.0,30.18,4.6,Mostly Cloudy
6005,3,Fremont,Alameda,CA,50.0,,66.0,30.16,,Light Rain
6006,2,Oakland,Alameda,CA,51.1,,56.0,30.16,6.9,Light Rain
6007,2,Santa Rosa,Sonoma,CA,45.0,,80.0,30.12,,Overcast
6008,2,Richmond,Contra Costa,CA,50.0,,39.0,30.14,4.6,Overcast
6009,2,Sacramento,Sacramento,CA,46.0,44.8,61.0,30.18,3.5,Overcast
6010,2,Lincoln,Placer,CA,42.8,40.1,70.0,30.17,4.6,Mostly Cloudy
6011,2,Willits,Mendocino,CA,44.1,,73.0,30.1,,Overcast
6012,2,El Sobrante,Contra Costa,CA,50.0,,39.0,30.14,4.6,Overcast
6013,2,San Jose,Santa Clara,CA,52.0,,57.0,30.15,,Light Rain
6014,2,Sacramento,Sacramento,CA,44.6,,71.0,30.2,,Clear
6015,2,Sacramento,Sacramento,CA,44.6,,71.0,30.2,,Clear
6016,2,Atwater,Merced,CA,48.2,,87.0,30.18,,Mostly Cloudy
6017,3,San Jose,Santa Clara,CA,53.6,,58.0,30.16,5.8,Overcast
6018,2,Menlo Park,San Mateo,CA,50.0,,66.0,30.14,6.9,Overcast
6019,3,Hayward,Alameda,CA,52.0,,49.0,30.17,5.8,Light Rain
6020,3,Pleasanton,Alameda,CA,48.9,,48.0,30.14,6.9,Light Rain
6021,2,Los Gatos,Santa Clara,CA,53.1,,57.0,30.13,,Overcast
6022,2,Los Gatos,Santa Clara,CA,53.1,,57.0,30.13,,Overcast
6023,2,Lodi,San Joaquin,CA,48.0,,63.0,30.17,,Overcast
6024,2,Stockton,San Joaquin,CA,48.0,,63.0,30.17,,Overcast
6025,3,Lathrop,San Joaquin,CA,48.0,,63.0,30.17,,Overcast
6026,2,Sacramento,Sacramento,CA,46.4,45.2,66.0,30.18,3.5,Clear
6027,3,Berkeley,Alameda,CA,53.1,,48.0,30.14,5.8,Light Rain
6028,3,Elk Grove,Sacramento,CA,44.1,,73.0,30.17,,Light Rain
6029,2,Plymouth,Amador,CA,41.0,37.1,70.0,30.12,5.8,Partly Cloudy
6030,2,Granite Bay,Placer,CA,44.6,41.4,76.0,30.18,5.8,Scattered Clouds
6031,2,Fair Oaks,Sacramento,CA,44.6,42.2,76.0,30.16,4.6,Overcast
6032,2,Atwater,Merced,CA,50.0,,76.0,30.18,,Overcast
6033,2,Santa Rosa,Sonoma,CA,48.0,,63.0,30.08,8.1,Overcast
6034,2,Sunnyvale,Santa Clara,CA,51.1,,61.0,30.14,4.6,Overcast
6035,2,Gilroy,Santa Clara,CA,53.6,,51.0,30.15,4.6,Overcast
6036,3,Palo Alto,Santa Clara,CA,51.8,,62.0,30.12,8.1,Overcast
6037,2,Los Gatos,Santa Cruz,CA,54.0,,57.0,30.12,,Overcast
6038,2,Los Gatos,Santa Clara,CA,54.0,,57.0,30.12,,Overcast
6039,3,Hayward,Alameda,CA,51.1,,52.0,30.15,3.5,Light Rain
6040,2,Sacramento,Sacramento,CA,45.0,42.6,80.0,30.16,4.6,Overcast
6041,2,Sonoma,Sonoma,CA,46.4,41.9,57.0,30.13,9.2,Overcast
6042,2,Soquel,Santa Cruz,CA,51.1,,74.0,30.14,3.5,Overcast
6043,3,Berkeley,Alameda,CA,50.0,,59.0,30.11,10.4,Overcast
6044,2,West Sacramento,Yolo,CA,44.1,42.5,82.0,30.16,3.5,Light Rain
6045,3,Colfax,Placer,CA,37.4,32.8,,30.11,5.8,Mostly Cloudy
6046,2,Antioch,Contra Costa,CA,48.0,,50.0,30.09,4.6,Light Rain
6047,2,Sacramento,Sacramento,CA,44.6,43.1,87.0,30.18,3.5,Light Rain
6048,2,Redwood City,San Mateo,CA,50.0,,66.0,30.12,3.5,Mostly Cloudy
6049,2,McClellan,Sacramento,CA,44.6,43.1,87.0,30.18,3.5,Light Rain
6050,2,Menlo Park,San Mateo,CA,50.0,,82.0,30.11,4.6,Overcast
6051,2,Sacramento,Sacramento,CA,44.1,40.8,85.0,30.17,5.8,Light Rain
6052,2,Sacramento,Sacramento,CA,44.1,40.8,85.0,30.17,5.8,Light Rain
6053,2,Lodi,San Joaquin,CA,46.9,,80.0,30.14,,Overcast
6054,3,Union City,Alameda,CA,48.0,,61.0,30.14,10.4,Overcast
6055,2,Sloughhouse,Sacramento,CA,44.6,43.1,81.0,30.17,3.5,Overcast
6056,3,San Francisco,San Francisco,CA,48.9,,77.0,30.11,6.9,Light Rain
6057,2,Oakland,Alameda,CA,48.0,,74.0,30.12,10.4,Light Rain
6058,2,Davis,Yolo,CA,,,,30.18,3.5,Overcast
6059,2,Castro Valley,Alameda,CA,48.0,,63.0,30.14,9.2,Light Rain
6060,2,Antelope,Sacramento,CA,42.8,40.1,87.0,30.19,4.6,Mostly Cloudy
6061,2,Burlingame,San Mateo,CA,48.9,,77.0,30.11,6.9,Light Rain
6062,3,Hayward,Alameda,CA,48.0,,63.0,30.14,9.2,Light Rain
6063,2,Livermore,Alameda,CA,44.1,39.5,76.0,30.12,8.1,Overcast
6064,2,Santa Rosa,Sonoma,CA,41.0,36.4,93.0,30.08,6.9,Rain
6065,2,Santa Cruz,Santa Cruz,CA,50.0,,77.0,30.13,,Overcast
6066,2,Lodi,San Joaquin,CA,46.9,,83.0,30.15,5.8,Overcast
6067,2,Fair Oaks,Sacramento,CA,44.6,,81.0,30.16,,Overcast
6068,2,Hughson,Stanislaus,CA,48.0,,74.0,30.16,,Light Rain
6069,2,Santa Rosa,Sonoma,CA,41.0,36.4,93.0,30.08,6.9,Rain
6070,2,Sonoma,Sonoma,CA,41.0,33.1,87.0,30.11,15.0,Overcast
6071,2,Santa Clara,Santa Clara,CA,52.0,,63.0,30.1,12.7,Overcast
6072,2,Sacramento,Sacramento,CA,44.6,,81.0,30.16,,Overcast
6073,3,Union City,Alameda,CA,48.0,,63.0,30.13,9.2,Overcast
6074,3,Sacramento,Sacramento,CA,41.0,39.0,93.0,30.18,3.5,Overcast
6075,3,Sacramento,Sacramento,CA,41.0,39.0,93.0,30.18,3.5,Overcast
6076,2,Sacramento,Sacramento,CA,43.0,39.5,86.0,30.17,5.8,Overcast
6077,2,Stockton,San Joaquin,CA,46.9,,83.0,30.15,5.8,Overcast
6078,2,Stockton,San Joaquin,CA,46.9,,83.0,30.15,5.8,Overcast
6079,2,Oroville,Butte,CA,39.0,33.4,89.0,30.21,8.1,Light Rain
6080,3,Sacramento,Sacramento,CA,43.0,39.5,86.0,30.17,5.8,Overcast
6081,2,Sacramento,Sacramento,CA,44.6,43.1,87.0,30.16,3.5,Overcast
6082,3,Rocklin,Placer,CA,41.0,38.0,81.0,30.16,4.6,Overcast
6083,2,San Jose,Santa Clara,CA,50.0,,76.0,30.13,11.5,Overcast
6084,3,Lathrop,San Joaquin,CA,46.9,,83.0,30.15,5.8,Overcast
6085,3,San Rafael,Marin,CA,41.0,35.8,93.0,30.13,8.1,Light Rain
6086,3,Oakland,Alameda,CA,48.0,,80.0,30.12,9.2,Light Rain
6087,2,Lower Lake,Lake,CA,41.0,37.1,96.0,30.07,5.8,Rain
6088,2,Fremont,Alameda,CA,48.0,,68.0,30.14,9.2,Light Rain
6089,2,Lodi,San Joaquin,CA,46.9,,86.0,30.13,6.9,Overcast
6090,2,Salida,Stanislaus,CA,46.9,,83.0,30.15,,Haze
6091,2,Rocklin,Placer,CA,39.2,33.6,93.0,30.16,8.1,Overcast
6092,3,Castro Valley,Alameda,CA,46.9,,80.0,30.12,8.1,Light Rain
6093,2,Sunnyvale,Santa Clara,CA,50.0,,77.0,30.12,6.9,Overcast
6094,2,Aptos,Santa Cruz,CA,48.0,,89.0,30.14,,Overcast
6095,3,Milpitas,Santa Clara,CA,50.0,,74.0,30.1,12.7,Light Rain
6096,2,Rancho Cordova,Sacramento,CA,42.8,40.1,93.0,30.16,4.6,Overcast
6097,2,Belmont,San Mateo,CA,46.4,,93.0,30.11,,Light Rain
6098,2,Dublin,Alameda,CA,43.0,39.5,86.0,30.12,5.8,Light Rain
6099,2,Yorkville,Mendocino,CA,39.9,,97.0,30.09,,Light Rain
6100,2,Belmont,San Mateo,CA,46.4,,100.0,30.1,,Light Rain
6101,3,Fairfield,Solano,CA,44.1,41.5,82.0,30.1,4.6,Rain
6102,2,Penn Valley,Nevada,CA,35.6,29.2,,30.1,8.1,Overcast
6103,2,Sacramento,Sacramento,CA,39.2,33.6,100.0,30.18,8.1,Light Rain
6104,2,Santa Rosa,Sonoma,CA,41.0,36.4,96.0,30.07,6.9,Rain
6105,3,Hayward,Alameda,CA,46.9,,80.0,30.09,8.1,Light Rain
6106,3,Richmond,Contra Costa,CA,41.0,36.4,86.0,30.1,6.9,Light Rain
6107,2,Soquel,Santa Cruz,CA,46.9,,100.0,30.12,,Light Rain
6108,2,Sacramento,Sacramento,CA,39.9,35.1,100.0,30.16,6.9,Light Rain
6109,2,Copperopolis,Calaveras,CA,41.0,,100.0,30.16,,Overcast
6110,2,San Francisco,San Francisco,CA,48.9,,93.0,30.06,9.2,Rain
6111,2,San Jose,Santa Clara,CA,50.0,,77.0,30.06,17.3,Light Rain
6112,3,Citrus Heights,Sacramento,CA,39.2,35.9,100.0,30.16,4.6,Light Rain
6113,2,Sacramento,Sacramento,CA,39.9,36.7,100.0,30.15,4.6,Light Rain
6114,2,Santa Rosa,Sonoma,CA,42.1,,100.0,30.05,,Rain
6115,3,San Carlos,San Mateo,CA,48.2,,93.0,30.06,5.8,Light Rain
6116,3,Vallejo,Solano,CA,46.0,41.0,83.0,30.08,10.4,Overcast
6117,3,Fairfield,Solano,CA,46.0,41.0,83.0,30.08,10.4,Overcast
6118,2,San Jose,Santa Clara,CA,50.0,,77.0,30.05,17.3,Overcast
6119,3,Daly City,San Mateo,CA,48.9,,93.0,30.06,10.4,Light Rain
6120,3,Oakland,Alameda,CA,46.9,,100.0,30.06,10.4,Light Rain
6121,2,Orinda,Contra Costa,CA,39.9,33.9,86.0,30.07,9.2,Light Rain
6122,3,Castro Valley,Alameda,CA,46.4,40.7,87.0,30.05,12.7,Light Rain
6123,2,Campbell,Santa Clara,CA,50.0,,77.0,30.05,17.3,Overcast
6124,2,Watsonville,Santa Cruz,CA,46.9,,100.0,30.11,3.5,Light Rain
6125,3,Redwood City,San Mateo,CA,48.2,,100.0,30.06,10.4,Overcast
6126,3,Berkeley,Alameda,CA,46.9,,100.0,30.06,10.4,Light Rain
6127,2,Belmont,San Mateo,CA,48.2,,100.0,30.06,10.4,Overcast
6128,3,Oakland,Alameda,CA,46.9,,100.0,30.06,9.2,Light Rain
6129,2,San Juan Bautista,San Benito,CA,48.2,,87.0,30.11,3.5,Overcast
6130,2,Saint Helena,Napa,CA,42.1,39.2,100.0,30.06,4.6,Rain
6131,3,Emeryville,Alameda,CA,48.0,,100.0,30.06,4.6,Rain
6132,2,Watsonville,Santa Clara,CA,48.0,,100.0,30.1,,Rain
6133,2,Petaluma,Sonoma,CA,44.6,38.8,87.0,30.08,11.5,Overcast
6134,2,Corte Madera,Marin,CA,42.8,37.5,100.0,30.09,9.2,Overcast
6135,2,Burlingame,San Mateo,CA,48.9,,93.0,30.05,8.1,Rain
6136,2,Half Moon Bay,San Mateo,CA,53.6,,88.0,30.04,18.4,Overcast
6137,2,Oakland,Alameda,CA,46.9,,100.0,30.05,4.6,Light Rain
6138,3,Castro Valley,Alameda,CA,46.4,41.9,87.0,30.04,9.2,Light Rain
6139,2,Pittsburg,Contra Costa,CA,42.1,39.2,89.0,30.05,4.6,Light Rain
6140,3,Davis,Yolo,CA,,,,30.14,6.9,Overcast
6141,3,San Francisco,San Francisco,CA,48.0,,100.0,30.05,4.6,Rain
6142,2,Napa,Napa,CA,46.0,40.2,86.0,30.05,12.7,Light Rain
6143,3,Oakland,Alameda,CA,46.9,,100.0,30.05,4.6,Light Rain
6144,3,Castro Valley,Alameda,CA,48.0,,86.0,30.04,6.9,Light Rain
6145,3,Hayward,Alameda,CA,48.0,,86.0,30.07,4.6,Light Rain
6146,2,Oakland,Alameda,CA,48.0,,100.0,30.05,4.6,Rain
6147,3,Hayward,Alameda,CA,48.0,,86.0,30.07,4.6,Light Rain
6148,3,Vacaville,Solano,CA,39.9,34.5,100.0,30.14,8.1,Light Rain
6149,3,Vacaville,Solano,CA,39.9,34.5,100.0,30.14,8.1,Light Rain
6150,2,South San Francisco,San Mateo,CA,50.0,,93.0,30.06,10.4,Light Rain
6151,2,Napa,Napa,CA,46.9,,86.0,30.06,13.8,Light Rain
6152,2,Burlingame,San Mateo,CA,50.0,,93.0,30.06,10.4,Light Rain
6153,3,Oakland,Alameda,CA,48.9,,97.0,30.08,4.6,Light Rain
6154,3,Oakland,Alameda,CA,48.9,,97.0,30.08,4.6,Light Rain
6155,3,Fairfield,Solano,CA,41.0,33.5,93.0,30.11,13.8,Light Rain
6156,2,Davis,Yolo,CA,,,,30.15,4.6,Overcast
6157,2,Petaluma,Marin,CA,46.4,41.1,93.0,30.09,11.5,Overcast
6158,3,San Francisco,San Francisco,CA,50.0,,93.0,30.07,12.7,Rain
6159,2,San Bruno,San Mateo,CA,50.0,,93.0,30.08,10.4,Light Rain
6160,2,San Mateo,San Mateo,CA,50.0,,93.0,30.08,10.4,Light Rain
6161,2,Oroville,Butte,CA,44.1,42.5,96.0,30.15,3.5,Light Rain
6162,3,Oakland,Alameda,CA,48.9,,100.0,30.08,,Light Rain
6163,2,Los Gatos,Santa Clara,CA,54.0,,83.0,30.09,13.8,Haze
6164,3,Daly City,San Mateo,CA,51.8,,88.0,30.1,10.4,Overcast
6165,3,Fairfield,Solano,CA,41.0,33.5,93.0,30.12,13.8,Light Rain
6166,3,Sacramento,Sacramento,CA,39.9,35.8,100.0,30.17,5.8,Light Rain
6167,3,Tracy,San Joaquin,CA,45.0,,97.0,30.1,,Light Rain
6168,2,Santa Rosa,Sonoma,CA,45.0,41.8,97.0,30.07,5.8,Light Rain
6169,2,Novato,Marin,CA,46.4,44.3,93.0,30.12,4.6,Overcast
6170,3,Danville,Contra Costa,CA,45.0,,93.0,30.13,,Light Rain
6171,3,Sacramento,Sacramento,CA,48.0,,100.0,30.17,4.6,Overcast
6172,3,Concord,Contra Costa,CA,46.9,,86.0,30.15,,Light Rain
6173,3,Fairfield,Solano,CA,41.0,34.3,100.0,30.14,11.5,Light Rain
6174,2,Lathrop,San Joaquin,CA,50.0,,93.0,30.17,18.4,Light Rain
6175,2,Lathrop,San Joaquin,CA,50.0,,93.0,30.17,18.4,Light Rain
6176,2,San Jose,Santa Clara,CA,57.0,,81.0,30.14,16.1,Overcast
6177,3,San Jose,Santa Clara,CA,57.0,,81.0,30.14,16.1,Overcast
6178,3,Berkeley,Alameda,CA,55.0,,96.0,30.13,10.4,Overcast
6179,3,Fairfield,Solano,CA,50.0,,86.0,30.11,16.1,Overcast
6180,3,Hayward,Alameda,CA,57.9,,75.0,30.14,13.8,Overcast
6181,3,Vacaville,Solano,CA,42.1,39.2,100.0,30.18,4.6,Light Rain
6182,2,Pittsburg,Contra Costa,CA,46.9,,90.0,30.1,,Light Rain
6183,2,Sacramento,Sacramento,CA,48.9,,97.0,30.17,10.4,Light Rain
6184,3,Sacramento,Sacramento,CA,48.9,,97.0,30.17,9.2,Light Rain
6185,3,Los Banos,Merced,CA,50.0,,89.0,30.22,15.0,Overcast
6186,2,Palo Alto,Santa Clara,CA,60.8,,82.0,30.12,17.3,Mostly Cloudy
6187,2,Concord,Contra Costa,CA,48.0,,89.0,30.11,3.5,Light Rain
6188,2,Folsom,Sacramento,CA,50.0,,100.0,30.17,11.5,Light Rain
6189,2,Modesto,Stanislaus,CA,51.1,,86.0,30.2,10.4,Overcast
6190,2,Sacramento,Sacramento,CA,48.9,,97.0,30.17,9.2,Light Rain
6191,2,Castro Valley,Alameda,CA,60.1,,69.0,30.15,11.5,Overcast
6192,2,San Jose,Santa Clara,CA,57.9,,78.0,30.14,17.3,Light Rain
6193,2,Santa Clara,Santa Clara,CA,57.9,,78.0,30.14,17.3,Light Rain
6194,2,San Jose,Santa Clara,CA,60.8,,77.0,30.15,8.1,Mostly Cloudy
6195,3,Davis,Yolo,CA,,,,30.18,3.5,Overcast
6196,3,Sacramento,Sacramento,CA,50.0,,94.0,30.19,9.2,Light Rain
6197,2,Manteca,San Joaquin,CA,52.0,,89.0,30.17,21.9,Light Rain
6198,2,Turlock,Stanislaus,CA,53.1,,80.0,30.2,9.2,Haze
6199,3,San Francisco,San Francisco,CA,53.1,,93.0,30.12,4.6,Light Rain
6200,2,Napa,Napa,CA,51.1,,86.0,30.13,12.7,Overcast
6201,2,Sunnyvale,Santa Clara,CA,61.0,,72.0,30.14,11.5,Scattered Clouds
6202,3,Milpitas,Santa Clara,CA,61.0,,72.0,30.12,16.1,Overcast
6203,2,San Jose,Santa Clara,CA,62.6,,72.0,30.14,12.7,Mostly Cloudy
6204,2,El Dorado Hills,El Dorado,CA,51.8,,94.0,30.14,21.9,Light Rain
6205,2,Santa Rosa,Sonoma,CA,48.9,,100.0,30.09,3.5,Light Rain
6206,2,South San Francisco,San Mateo,CA,54.0,,97.0,30.11,4.6,Overcast
6207,3,Elk Grove,Sacramento,CA,51.1,,96.0,30.15,8.1,Light Rain
6208,2,Sacramento,Sacramento,CA,50.0,,100.0,30.17,12.7,Light Rain
6209,3,Citrus Heights,Sacramento,CA,50.0,,100.0,30.17,13.8,Overcast
6210,2,San Ramon,Contra Costa,CA,55.9,,90.0,30.11,4.6,Overcast
6211,2,Sausalito,Marin,CA,54.0,,97.0,30.11,5.8,Light Rain
6212,3,San Francisco,San Francisco,CA,57.9,,90.0,30.12,13.8,Overcast
6213,2,Napa,Napa,CA,52.0,,86.0,30.12,13.8,Overcast
6214,2,Sunnyvale,Santa Clara,CA,63.0,,67.0,30.13,12.7,Mostly Cloudy
6215,3,San Jose,Santa Clara,CA,61.0,,72.0,30.12,16.1,Overcast
6216,3,North Highlands,Sacramento,CA,50.0,,100.0,30.16,13.8,Light Rain
6217,2,Santa Rosa,Sonoma,CA,48.9,,100.0,30.08,5.8,Light Rain
6218,2,San Bruno,San Mateo,CA,55.0,,93.0,30.11,4.6,Light Rain
6219,3,Oakland,Alameda,CA,59.0,,87.0,30.11,11.5,Overcast
6220,2,Fremont,Alameda,CA,62.1,,70.0,30.14,11.5,Light Rain
6221,3,Sacramento,Sacramento,CA,52.0,,97.0,30.15,5.8,Light Rain
6222,3,North Highlands,Sacramento,CA,51.8,,100.0,30.17,10.4,Light Rain
6223,2,Fair Oaks,Sacramento,CA,53.6,,94.0,30.14,13.8,Overcast
6224,2,Fair Oaks,Sacramento,CA,53.6,,94.0,30.14,18.4,Mostly Cloudy
6225,2,Tracy,San Joaquin,CA,55.9,,77.0,30.15,21.9,Light Rain
6226,2,Nevada City,Nevada,CA,48.2,,,30.14,6.9,Overcast
6227,2,Sacramento,Sacramento,CA,53.6,,94.0,30.14,18.4,Mostly Cloudy
6228,2,Sacramento,Sacramento,CA,52.0,,97.0,30.15,5.8,Light Rain
6229,3,Lodi,San Joaquin,CA,55.9,,77.0,30.15,21.9,Light Rain
6230,2,Sacramento,Sacramento,CA,51.8,,94.0,30.17,8.1,Overcast
6231,3,Rocklin,Placer,CA,41.0,39.0,100.0,30.14,3.5,Overcast
6232,2,Santa Rosa,Sonoma,CA,51.1,,96.0,30.09,4.6,Light Rain
6233,2,North Highlands,Sacramento,CA,51.8,,94.0,30.17,10.4,Light Rain
6234,3,Oakland,Alameda,CA,59.0,,87.0,30.12,10.4,Light Rain
6235,2,Santa Rosa,Sonoma,CA,51.1,,96.0,30.09,4.6,Light Rain
6236,2,Santa Rosa,Sonoma,CA,51.1,,96.0,30.09,4.6,Light Rain
6237,2,Rodeo,Contra Costa,CA,53.1,,89.0,30.09,,Light Rain
6238,3,Sacramento,Sacramento,CA,45.0,43.5,100.0,30.15,3.5,Overcast
6239,3,Sacramento,Sacramento,CA,51.8,,100.0,30.16,8.1,Light Rain
6240,3,Roseville,Placer,CA,51.8,,100.0,30.16,8.1,Light Rain
6241,3,Roseville,Placer,CA,51.8,,100.0,30.16,8.1,Light Rain
6242,2,San Bruno,San Mateo,CA,61.0,,90.0,30.11,4.6,Overcast
6243,3,Vallejo,Solano,CA,54.0,,86.0,30.12,10.4,Light Rain
6244,2,Martinez,Contra Costa,CA,53.1,,89.0,30.09,,Light Rain
6245,2,Scotts Valley,Santa Cruz,CA,57.0,,100.0,30.16,,Overcast
6246,2,Isleton,Sacramento,CA,52.0,,97.0,30.14,4.6,Overcast
